,Away_Behinds,Away_Goals,Away_Team,Away_Total,Crowd,Date,Day,Home_Behinds,Home_Goals,Home_Team,Home_Total,Match_Link,Month,Round,Structured_Data,Time,Venue,Year,City,station_ID,URL,Rain
2931,12 ,7,Essendon,54,29527,7,Saturday,15 ,20,Sydney,135,http://www.afl.com.au/match-centre/2016/7/syd-v-ess,May,Round 7,2016-05-07 16:35:00,4:35 pm,SCG,2016,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-872874356&p_stn_num=066062,0
2932,16 ,24,Melbourne,160,12780,7,Saturday,3 ,14,Gold Coast,87,http://www.afl.com.au/match-centre/2016/7/gcfc-v-melb,May,Round 7,2016-05-07 17:10:00,5:10 pm,Metricon Stadium,2016,Gold Coast,323084007&p_stn_num=040190,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-323084007&p_stn_num=040190,0
2933,6 ,17,Adelaide,108,26984,7,Saturday,15 ,18,Western Bulldogs,123,http://www.afl.com.au/match-centre/2016/7/wb-v-adel,May,Round 7,2016-05-07 19:25:00,7:25 pm,Etihad Stadium,2016,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487228352&p_stn_num=086232,
2934,11 ,14,Greater Western Sydney,95,28201,7,Saturday,11 ,11,Fremantle,77,http://www.afl.com.au/match-centre/2016/7/fre-v-gws,May,Round 7,2016-05-07 18:10:00,6:10 pm,Domain Stadium,2016,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-17056912&p_stn_num=009225,18.0
2935,16 ,11,North Melbourne,82,27254,8,Sunday,9 ,11,St Kilda,75,http://www.afl.com.au/match-centre/2016/7/stk-v-nmfc,May,Round 7,2016-05-08 15:20:00,3:20 pm,Etihad Stadium,2016,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487228352&p_stn_num=086232,6.8
2936,17 ,7,Brisbane Lions,59,32399,8,Sunday,10 ,21,Port Adelaide,136,http://www.afl.com.au/match-centre/2016/7/port-v-bl,May,Round 7,2016-05-08 16:10:00,4:10 pm,Adelaide Oval,2016,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-106666407&p_stn_num=023090,0.4
2937,20 ,13,Geelong,98,53141,13,Friday,6 ,11,Adelaide,72,http://www.afl.com.au/match-centre/2016/8/adel-v-geel,May,Round 8,2016-05-13 19:20:00,7:20 pm,Adelaide Oval,2016,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-106666407&p_stn_num=023090,0.4
2938,14 ,10,North Melbourne,74,30321,14,Saturday,12 ,8,Essendon,60,http://www.afl.com.au/match-centre/2016/8/ess-v-nmfc,May,Round 8,2016-05-14 13:45:00,1:45 pm,Etihad Stadium,2016,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487228352&p_stn_num=086232,0.2
2939,9 ,11,Fremantle,75,12012,14,Saturday,14 ,17,Hawthorn,116,http://www.afl.com.au/match-centre/2016/8/haw-v-fre,May,Round 8,2016-05-14 14:10:00,2:10 pm,University of Tasmania Stadium,2016,Launceston,1664874821&p_stn_num=091237,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1664874821&p_stn_num=091237,0
2940,4 ,9,Gold Coast,58,8308,14,Saturday,17 ,22,Greater Western Sydney,149,http://www.afl.com.au/match-centre/2016/8/gws-v-gcfc,May,Round 8,2016-05-14 16:35:00,4:35 pm,Spotless Stadium,2016,Western Sydney,872504448&p_stn_num=066048,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-872504448&p_stn_num=066048,0
2941,10 ,15,Sydney,100,36014,14,Saturday,17 ,14,Richmond,101,http://www.afl.com.au/match-centre/2016/8/rich-v-syd,May,Round 8,2016-05-14 19:25:00,7:25 pm,MCG,2016,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487228352&p_stn_num=086232,0.2
2942,23 ,20,Collingwood,143,24552,14,Saturday,5 ,10,Brisbane Lions,65,http://www.afl.com.au/match-centre/2016/8/bl-v-coll,May,Round 8,2016-05-14 19:25:00,7:25 pm,Gabba,2016,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-334811501&p_stn_num=040913,0
2943,13 ,13,Port Adelaide,91,26924,15,Sunday,9 ,14,Carlton,93,http://www.afl.com.au/match-centre/2016/8/carl-v-port,May,Round 8,2016-05-15 13:10:00,1:10 pm,Etihad Stadium,2016,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487228352&p_stn_num=086232,0
2944,12 ,17,Western Bulldogs,114,39921,15,Sunday,10 ,12,Melbourne,82,http://www.afl.com.au/match-centre/2016/8/melb-v-wb,May,Round 8,2016-05-15 15:20:00,3:20 pm,MCG,2016,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487228352&p_stn_num=086232,0
2945,11 ,3,St Kilda,29,36140,15,Sunday,12 ,20,West Coast,132,http://www.afl.com.au/match-centre/2016/8/wce-v-stk,May,Round 8,2016-05-15 14:40:00,2:40 pm,Domain Stadium,2016,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-17056912&p_stn_num=009225,0
